  0.0000000000000000e+000	  5.9016633952322616e+002	  1.5767217702011691e+004	
  3.0000000000000000e+001	  5.8687563956937754e+002	  1.5766661116464113e+004	
  6.0000000000000000e+001	  5.9050385716008293e+002	  1.5770779848858925e+004	
  9.0000000000000000e+001	  5.9176950898610448e+002	  1.5770223263310951e+004	
  1.2000000000000000e+002	  5.9176950898610448e+002	  1.5769666677879379e+004	
  1.5000000000000000e+002	  5.9362580952548649e+002	  1.5771781703115668e+004	
  1.8000000000000000e+002	  5.9421643880972306e+002	  1.5771559068672719e+004	
  2.1000000000000000e+002	  5.9193825443366416e+002	  1.5771781703115668e+004	
  2.4000000000000000e+002	  5.9396330785355167e+002	  1.5767662970338804e+004	
  2.7000000000000000e+002	  5.9489146965892473e+002	  1.5766438482472464e+004	
  3.0000000000000000e+002	  6.1100749167381844e+002	  1.5769555361013237e+004	
  3.3000000000000000e+002	  5.7362843683861934e+002	  1.5774787264895516e+004	
  3.6000000000000000e+002	  6.0037597160414805e+002	  1.5776679655229096e+004	
  3.9000000000000000e+002	  5.9219139684256788e+002	  1.5775789118873816e+004	
  4.2000000000000000e+002	  5.8358492635418247e+002	  1.5776568338607811e+004	
  4.5000000000000000e+002	  5.9311954459971889e+002	  1.5775900436126660e+004	
  4.8000000000000000e+002	  6.1117624593657217e+002	  1.5763210286066833e+004	
  5.1000000000000000e+002	  6.0991059858953486e+002	  1.5761763164289032e+004	
  5.4000000000000000e+002	  6.0721052033283843e+002	  1.5761651846905630e+004	
  5.7000000000000000e+002	  6.0746366251667018e+002	  1.5761317895195973e+004	
  6.0000000000000000e+002	  6.1227315823095330e+002	  1.5760761309908696e+004	
  6.3000000000000000e+002	  6.1497321642492761e+002	  1.5761206578106277e+004	
  6.6000000000000000e+002	  6.0754803962869357e+002	  1.5760983944147172e+004	
  6.9000000000000000e+002	  6.1261066018635597e+002	  1.5765102676954473e+004	
  7.2000000000000000e+002	  6.1134499794131955e+002	  1.5767440335885234e+004	
  7.5000000000000000e+002	  6.0847617269529667e+002	  1.5766215847628637e+004	
  7.8000000000000000e+002	  6.0062910690761316e+002	  1.5766883750462935e+004	
  8.1000000000000000e+002	  5.9514460044574332e+002	  1.5761763164289032e+004	
  8.4000000000000000e+002	  5.9497583831206123e+002	  1.5759314187640919e+004	
  8.7000000000000000e+002	  5.9396330785355167e+002	  1.5763321603618562e+004	
  9.0000000000000000e+002	  5.9573524015454780e+002	  1.5763878189040437e+004	
  9.3000000000000000e+002	  5.9657901336727161e+002	  1.5763544237223257e+004	
  9.6000000000000000e+002	  5.9463833744685689e+002	  1.5765102676954473e+004	
